tv_name,weekday,timeslot,number_of_tickets,Date
StellarWave A9,Wednesday,16-20,213,1974-12-25
StellarWave A9,Monday,20-24,211,1974-12-23
Luminor Arc 65,Thursday,16-20,0,1974-12-19
Luminor Arc 65,Wednesday,0-8,0,1974-12-18
Luminor Arc 65,Wednesday,12-16,257,1974-12-11
Luminor Arc 65,Sunday,20-24,3,1974-12-08
Luminor Arc 65,Friday,0-8,1,1974-12-06
StellarWave A9,Tuesday,20-24,247,1974-12-03
StellarWave A9,Sunday,8-12,241,1974-12-01
StellarWave A9,Sunday,0-8,251,1974-11-24
Luminor Arc 65,Sunday,20-24,2,1974-11-17
Luminor Arc 65,Thursday,0-8,1,1974-11-14
Luminor Arc 65,Monday,20-24,4,1974-11-11
Luminor Arc 65,Friday,8-12,304,1974-11-08
Luminor Arc 65,Wednesday,16-20,2,1974-11-06
Luminor Arc 65,Friday,0-8,5,1974-11-01
StellarWave A9,Tuesday,16-20,218,1974-10-29
StellarWave A9,Friday,20-24,259,1974-10-25
StellarWave A9,Wednesday,12-16,75,1974-10-23
Luminor Arc 65,Wednesday,20-24,1,1974-10-16
Luminor Arc 65,Thursday,8-12,307,1974-10-10
Luminor Arc 65,Sunday,16-20,0,1974-10-06
StellarWave A9,Monday,12-16,66,1974-09-30
Luminor Arc 65,Friday,20-24,1,1974-09-27
StellarWave A9,Wednesday,16-20,194,1974-09-25
StellarWave A9,Monday,20-24,240,1974-09-23
StellarWave A9,Wednesday,20-24,235,1974-09-18
Luminor Arc 65,Thursday,20-24,3,1974-09-12
StellarWave A9,Friday,16-20,229,1974-09-06
Luminor Arc 65,Wednesday,16-20,1,1974-09-04
StellarWave A9,Thursday,20-24,259,1974-08-29
Luminor Arc 65,Friday,20-24,2,1974-08-23
Luminor Arc 65,Monday,20-24,1,1974-08-19
StellarWave A9,Monday,12-16,48,1974-08-12
Luminor Arc 65,Monday,12-16,220,1974-08-05
StellarWave A9,Sunday,8-12,236,1974-08-04
Luminor Arc 65,Saturday,16-20,1,1974-08-03
Luminor Arc 65,Sunday,16-20,2,1974-07-28
Luminor Arc 65,Sunday,0-8,0,1974-07-21
StellarWave A9,Friday,20-24,289,1974-07-19
StellarWave A9,Wednesday,8-12,1,1974-07-17
Luminor Arc 65,Monday,0-8,4,1974-07-15
Luminor Arc 65,Friday,8-12,292,1974-07-12
Luminor Arc 65,Monday,8-12,235,1974-07-08
Luminor Arc 65,Friday,20-24,0,1974-07-05
StellarWave A9,Friday,12-16,111,1974-06-28
Luminor Arc 65,Friday,12-16,284,1974-06-21
StellarWave A9,Saturday,16-20,2,1974-06-15
StellarWave A9,Saturday,20-24,1,1974-06-08
Luminor Arc 65,Monday,20-24,0,1974-06-03
StellarWave A9,Saturday,8-12,219,1974-06-01
Luminor Arc 65,Saturday,0-8,12,1974-05-25
StellarWave A9,Tuesday,12-16,70,1974-05-21
StellarWave A9,Sunday,0-8,249,1974-05-19
Luminor Arc 65,Sunday,8-12,0,1974-05-12
StellarWave A9,Tuesday,0-8,0,1974-05-07
StellarWave A9,Saturday,16-20,1,1974-05-04
Luminor Arc 65,Saturday,8-12,0,1974-04-27
Luminor Arc 65,Saturday,0-8,8,1974-04-20
Luminor Arc 65,Sunday,16-20,1,1974-04-14
StellarWave A9,Thursday,16-20,253,1974-04-11
StellarWave A9,Friday,0-8,0,1974-04-05
Luminor Arc 65,Tuesday,12-16,225,1974-04-02
Luminor Arc 65,Friday,20-24,1,1974-03-29
Luminor Arc 65,Saturday,8-12,2,1974-03-23
StellarWave A9,Monday,16-20,213,1974-03-18
Luminor Arc 65,Sunday,12-16,0,1974-03-17
Luminor Arc 65,Wednesday,12-16,239,1974-03-13
Luminor Arc 65,Friday,12-16,279,1974-03-08
StellarWave A9,Thursday,8-12,2,1974-03-07
Luminor Arc 65,Sunday,8-12,0,1974-03-03
Luminor Arc 65,Thursday,20-24,0,1974-02-28
StellarWave A9,Sunday,16-20,1,1974-02-24
StellarWave A9,Friday,12-16,137,1974-02-22
StellarWave A9,Thursday,12-16,110,1974-02-21
Luminor Arc 65,Monday,20-24,1,1974-02-18
Luminor Arc 65,Sunday,12-16,1,1974-02-17
StellarWave A9,Thursday,20-24,280,1974-02-14
Luminor Arc 65,Wednesday,20-24,1,1974-02-13
Luminor Arc 65,Friday,0-8,3,1974-02-08
StellarWave A9,Wednesday,8-12,1,1974-02-06
StellarWave A9,Monday,16-20,187,1974-02-04
Luminor Arc 65,Wednesday,12-16,275,1974-01-30
Luminor Arc 65,Sunday,20-24,1,1974-01-27
Luminor Arc 65,Saturday,12-16,0,1974-01-26
Luminor Arc 65,Monday,8-12,232,1974-01-21
Luminor Arc 65,Sunday,12-16,1,1974-01-20
StellarWave A9,Saturday,20-24,0,1974-01-19
StellarWave A9,Saturday,0-8,280,1974-01-12
Luminor Arc 65,Monday,0-8,1,1974-01-07
Luminor Arc 65,Monday,16-20,2,1973-12-31
StellarWave A9,Thursday,16-20,215,1973-12-27
StellarWave A9,Sunday,8-12,191,1973-12-23
Luminor Arc 65,Saturday,20-24,0,1973-12-22
StellarWave A9,Saturday,16-20,1,1973-12-15
Luminor Arc 65,Monday,0-8,1,1973-12-10
StellarWave A9,Wednesday,8-12,0,1973-12-05
Luminor Arc 65,Sunday,0-8,0,1973-12-02
StellarWave A9,Friday,0-8,1,1973-11-30
StellarWave A9,Friday,20-24,243,1973-11-23
Luminor Arc 65,Thursday,20-24,3,1973-11-22
Luminor Arc 65,Thursday,20-24,1,1973-11-15
Luminor Arc 65,Tuesday,16-20,2,1973-11-13
Luminor Arc 65,Friday,16-20,1,1973-11-09
StellarWave A9,Saturday,0-8,250,1973-11-03
Luminor Arc 65,Tuesday,0-8,1,1973-10-30
StellarWave A9,Friday,16-20,215,1973-10-26
StellarWave A9,Saturday,0-8,274,1973-10-20
StellarWave A9,Sunday,12-16,71,1973-10-14
Luminor Arc 65,Monday,0-8,5,1973-10-08
StellarWave A9,Wednesday,16-20,217,1973-10-03
StellarWave A9,Monday,12-16,56,1973-10-01
Luminor Arc 65,Saturday,8-12,0,1973-09-29
StellarWave A9,Tuesday,16-20,214,1973-09-25
StellarWave A9,Friday,12-16,98,1973-09-21
Luminor Arc 65,Monday,16-20,1,1973-09-17
Luminor Arc 65,Wednesday,12-16,228,1973-09-12
Luminor Arc 65,Friday,16-20,1,1973-09-07
StellarWave A9,Tuesday,0-8,2,1973-09-04
Luminor Arc 65,Thursday,8-12,242,1973-08-30
StellarWave A9,Thursday,20-24,286,1973-08-23
Luminor Arc 65,Monday,16-20,4,1973-08-20
Luminor Arc 65,Wednesday,20-24,0,1973-08-15
StellarWave A9,Saturday,0-8,258,1973-08-11
Luminor Arc 65,Monday,16-20,2,1973-08-06
Luminor Arc 65,Wednesday,20-24,1,1973-08-01
StellarWave A9,Friday,20-24,286,1973-07-27
Luminor Arc 65,Thursday,20-24,2,1973-07-26
StellarWave A9,Tuesday,20-24,249,1973-07-24
StellarWave A9,Saturday,20-24,4,1973-07-21
StellarWave A9,Tuesday,8-12,2,1973-07-17
Luminor Arc 65,Sunday,16-20,0,1973-07-15
Luminor Arc 65,Sunday,20-24,1,1973-07-08
StellarWave A9,Saturday,8-12,231,1973-07-07
StellarWave A9,Wednesday,8-12,0,1973-07-04
StellarWave A9,Wednesday,0-8,2,1973-06-27
Luminor Arc 65,Saturday,12-16,3,1973-06-23
StellarWave A9,Sunday,8-12,218,1973-06-17
Luminor Arc 65,Monday,16-20,1,1973-06-11
Luminor Arc 65,Friday,12-16,246,1973-06-08
Luminor Arc 65,Wednesday,12-16,212,1973-06-06
Luminor Arc 65,Wednesday,8-12,250,1973-05-30
StellarWave A9,Friday,0-8,0,1973-05-25
Luminor Arc 65,Thursday,20-24,0,1973-05-24
StellarWave A9,Monday,0-8,0,1973-05-21
Luminor Arc 65,Thursday,20-24,3,1973-05-17
Luminor Arc 65,Saturday,16-20,1,1973-05-12
Luminor Arc 65,Monday,12-16,244,1973-05-07
StellarWave A9,Friday,12-16,104,1973-05-04
StellarWave A9,Friday,0-8,0,1973-04-27
Luminor Arc 65,Wednesday,20-24,0,1973-04-25
Luminor Arc 65,Friday,16-20,0,1973-04-20
Luminor Arc 65,Tuesday,12-16,220,1973-04-17
Luminor Arc 65,Tuesday,16-20,2,1973-04-10
StellarWave A9,Sunday,20-24,1,1973-04-08
StellarWave A9,Wednesday,0-8,1,1973-04-04
StellarWave A9,Saturday,0-8,289,1973-03-31
Luminor Arc 65,Friday,8-12,269,1973-03-30
Luminor Arc 65,Sunday,16-20,0,1973-03-25
StellarWave A9,Thursday,8-12,1,1973-03-22
Luminor Arc 65,Monday,8-12,215,1973-03-19
StellarWave A9,Sunday,0-8,264,1973-03-18
StellarWave A9,Wednesday,12-16,81,1973-03-14
StellarWave A9,Friday,0-8,2,1973-03-09
Luminor Arc 65,Monday,12-16,221,1973-03-05
Luminor Arc 65,Saturday,20-24,1,1973-03-03
StellarWave A9,Monday,16-20,178,1973-02-26
StellarWave A9,Sunday,16-20,0,1973-02-25
StellarWave A9,Friday,12-16,101,1973-02-23
StellarWave A9,Friday,0-8,2,1973-02-16
Luminor Arc 65,Monday,8-12,265,1973-02-12
Luminor Arc 65,Saturday,20-24,1,1973-02-10
Luminor Arc 65,Tuesday,16-20,1,1973-02-06
StellarWave A9,Wednesday,12-16,71,1973-01-31
StellarWave A9,Wednesday,20-24,232,1973-01-24
Luminor Arc 65,Thursday,0-8,2,1973-01-18
Luminor Arc 65,Thursday,0-8,3,1973-01-11
StellarWave A9,Monday,20-24,254,1973-01-08
Luminor Arc 65,Thursday,12-16,248,1973-01-04
Luminor Arc 65,Tuesday,8-12,257,1973-01-02
StellarWave A9,Thursday,8-12,3,1972-12-28
StellarWave A9,Wednesday,16-20,228,1972-12-27
Luminor Arc 65,Monday,0-8,3,1972-12-25
Luminor Arc 65,Sunday,12-16,0,1972-12-24
Luminor Arc 65,Sunday,12-16,0,1972-12-17
StellarWave A9,Saturday,12-16,90,1972-12-16
Luminor Arc 65,Saturday,16-20,1,1972-12-09
Luminor Arc 65,Tuesday,8-12,266,1972-12-05
StellarWave A9,Monday,16-20,172,1972-12-04
StellarWave A9,Saturday,16-20,1,1972-12-02
StellarWave A9,Saturday,16-20,0,1972-11-25
Luminor Arc 65,Wednesday,20-24,0,1972-11-22
StellarWave A9,Thursday,0-8,1,1972-11-16
Luminor Arc 65,Saturday,0-8,17,1972-11-11
StellarWave A9,Monday,8-12,0,1972-11-06
Luminor Arc 65,Wednesday,8-12,256,1972-11-01
Luminor Arc 65,Thursday,12-16,256,1972-10-26
Luminor Arc 65,Sunday,0-8,0,1972-10-22
Luminor Arc 65,Tuesday,12-16,220,1972-10-17
StellarWave A9,Sunday,16-20,0,1972-10-15
Luminor Arc 65,Monday,8-12,244,1972-10-09
Luminor Arc 65,Wednesday,20-24,1,1972-10-04
Luminor Arc 65,Sunday,12-16,0,1972-10-01
StellarWave A9,Wednesday,16-20,204,1972-09-27
Luminor Arc 65,Thursday,0-8,2,1972-09-21
Luminor Arc 65,Monday,0-8,0,1972-09-18
StellarWave A9,Monday,16-20,201,1972-09-11
StellarWave A9,Thursday,8-12,1,1972-09-07
StellarWave A9,Sunday,8-12,241,1972-09-03
StellarWave A9,Monday,16-20,200,1972-08-28
Luminor Arc 65,Tuesday,0-8,2,1972-08-22
StellarWave A9,Tuesday,8-12,1,1972-08-15
Luminor Arc 65,Wednesday,20-24,1,1972-08-09
Luminor Arc 65,Thursday,16-20,4,1972-08-03
StellarWave A9,Thursday,20-24,301,1972-07-27
StellarWave A9,Tuesday,20-24,249,1972-07-25
Luminor Arc 65,Thursday,12-16,268,1972-07-20
Luminor Arc 65,Monday,20-24,0,1972-07-17
StellarWave A9,Wednesday,20-24,268,1972-07-12
Luminor Arc 65,Wednesday,16-20,0,1972-07-05
Luminor Arc 65,Friday,0-8,0,1972-06-30
Luminor Arc 65,Saturday,20-24,2,1972-06-24
Luminor Arc 65,Tuesday,8-12,257,1972-06-20
StellarWave A9,Tuesday,20-24,243,1972-06-13
Luminor Arc 65,Saturday,0-8,14,1972-06-10
StellarWave A9,Wednesday,0-8,1,1972-06-07
StellarWave A9,Wednesday,12-16,84,1972-05-31
StellarWave A9,Wednesday,20-24,273,1972-05-24
Luminor Arc 65,Saturday,12-16,11,1972-05-20
Luminor Arc 65,Friday,8-12,323,1972-05-19
StellarWave A9,Thursday,8-12,1,1972-05-18
StellarWave A9,Thursday,0-8,2,1972-05-11
Luminor Arc 65,Friday,0-8,2,1972-05-05
Luminor Arc 65,Sunday,0-8,6,1972-04-30
StellarWave A9,Friday,8-12,12,1972-04-28
StellarWave A9,Tuesday,0-8,0,1972-04-25
Luminor Arc 65,Wednesday,16-20,0,1972-04-19
StellarWave A9,Tuesday,8-12,2,1972-04-18
StellarWave A9,Sunday,8-12,223,1972-04-16
StellarWave A9,Monday,12-16,53,1972-04-10
Luminor Arc 65,Sunday,0-8,1,1972-04-09
Luminor Arc 65,Thursday,0-8,0,1972-04-06
StellarWave A9,Monday,8-12,3,1972-04-03
Luminor Arc 65,Sunday,12-16,1,1972-04-02
StellarWave A9,Monday,8-12,1,1972-03-27
Luminor Arc 65,Wednesday,12-16,273,1972-03-22
Luminor Arc 65,Wednesday,8-12,251,1972-03-15
StellarWave A9,Saturday,8-12,211,1972-03-11
Luminor Arc 65,Monday,8-12,227,1972-03-06
Luminor Arc 65,Wednesday,12-16,243,1972-03-01
StellarWave A9,Friday,8-12,5,1972-02-25
Luminor Arc 65,Friday,8-12,291,1972-02-18
Luminor Arc 65,Monday,8-12,250,1972-02-14
Luminor Arc 65,Tuesday,0-8,2,1972-02-08
Luminor Arc 65,Friday,0-8,0,1972-02-04
StellarWave A9,Saturday,0-8,243,1972-01-29
Luminor Arc 65,Wednesday,0-8,1,1972-01-26
Luminor Arc 65,Tuesday,20-24,0,1972-01-25
Luminor Arc 65,Monday,0-8,1,1972-01-24
Luminor Arc 65,Thursday,0-8,1,1972-01-20
Luminor Arc 65,Friday,12-16,261,1972-01-14
StellarWave A9,Wednesday,16-20,206,1972-01-12
Luminor Arc 65,Tuesday,12-16,248,1972-01-11
Luminor Arc 65,Friday,12-16,274,1972-01-07
StellarWave A9,Friday,0-8,2,1971-12-31
Luminor Arc 65,Friday,16-20,3,1971-12-24
StellarWave A9,Sunday,16-20,2,1971-12-19
Luminor Arc 65,Tuesday,8-12,245,1971-12-14
Luminor Arc 65,Wednesday,0-8,2,1971-12-08
StellarWave A9,Friday,0-8,0,1971-12-03
Luminor Arc 65,Friday,12-16,253,1971-11-26
Luminor Arc 65,Friday,12-16,273,1971-11-19
Luminor Arc 65,Saturday,16-20,1,1971-11-13
StellarWave A9,Thursday,0-8,0,1971-11-11
StellarWave A9,Sunday,8-12,230,1971-11-07
StellarWave A9,Saturday,12-16,81,1971-11-06
StellarWave A9,Tuesday,12-16,70,1971-11-02
StellarWave A9,Thursday,12-16,82,1971-10-28
StellarWave A9,Friday,0-8,3,1971-10-22
StellarWave A9,Wednesday,16-20,204,1971-10-20
StellarWave A9,Monday,16-20,208,1971-10-18
StellarWave A9,Sunday,12-16,57,1971-10-17
Luminor Arc 65,Monday,8-12,228,1971-10-11
StellarWave A9,Monday,20-24,232,1971-10-04
Luminor Arc 65,Tuesday,0-8,1,1971-09-28
StellarWave A9,Sunday,16-20,0,1971-09-26
StellarWave A9,Wednesday,12-16,71,1971-09-22
StellarWave A9,Monday,16-20,189,1971-09-20
StellarWave A9,Saturday,20-24,1,1971-09-18
Luminor Arc 65,Thursday,20-24,1,1971-09-16
Luminor Arc 65,Thursday,16-20,1,1971-09-09
StellarWave A9,Wednesday,0-8,0,1971-09-08
Luminor Arc 65,Tuesday,0-8,1,1971-09-07
Luminor Arc 65,Tuesday,20-24,1,1971-08-31
StellarWave A9,Monday,8-12,0,1971-08-30
Luminor Arc 65,Saturday,16-20,1,1971-08-28
Luminor Arc 65,Saturday,12-16,9,1971-08-21
StellarWave A9,Thursday,16-20,192,1971-08-19
StellarWave A9,Friday,8-12,7,1971-08-13
StellarWave A9,Wednesday,12-16,65,1971-08-11
StellarWave A9,Friday,16-20,240,1971-08-06
Luminor Arc 65,Tuesday,0-8,1,1971-08-03
StellarWave A9,Tuesday,20-24,268,1971-07-27
StellarWave A9,Saturday,0-8,246,1971-07-24
Luminor Arc 65,Thursday,12-16,251,1971-07-22
StellarWave A9,Wednesday,8-12,0,1971-07-21
Luminor Arc 65,Friday,12-16,260,1971-07-16
StellarWave A9,Saturday,20-24,1,1971-07-10
Luminor Arc 65,Friday,8-12,292,1971-07-09
Luminor Arc 65,Sunday,20-24,1,1971-07-04
StellarWave A9,Friday,20-24,273,1971-07-02
StellarWave A9,Monday,8-12,1,1971-06-28
Luminor Arc 65,Tuesday,16-20,1,1971-06-22
Luminor Arc 65,Sunday,0-8,1,1971-06-20
Luminor Arc 65,Tuesday,0-8,2,1971-06-15
Luminor Arc 65,Wednesday,8-12,272,1971-06-09
StellarWave A9,Saturday,12-16,81,1971-06-05
StellarWave A9,Friday,8-12,7,1971-06-04
StellarWave A9,Thursday,16-20,211,1971-06-03
StellarWave A9,Sunday,8-12,229,1971-05-30
Luminor Arc 65,Wednesday,12-16,256,1971-05-26
StellarWave A9,Saturday,0-8,248,1971-05-22
StellarWave A9,Tuesday,8-12,2,1971-05-18
StellarWave A9,Monday,12-16,39,1971-05-17
StellarWave A9,Monday,20-24,243,1971-05-10
StellarWave A9,Friday,0-8,2,1971-05-07
Luminor Arc 65,Saturday,0-8,8,1971-05-01
Luminor Arc 65,Tuesday,0-8,1,1971-04-27
Luminor Arc 65,Friday,0-8,1,1971-04-23
StellarWave A9,Monday,0-8,1,1971-04-19
Luminor Arc 65,Monday,20-24,2,1971-04-12
Luminor Arc 65,Saturday,12-16,3,1971-04-10
StellarWave A9,Thursday,0-8,0,1971-04-08
Luminor Arc 65,Sunday,12-16,1,1971-04-04
Luminor Arc 65,Sunday,16-20,0,1971-03-28
StellarWave A9,Monday,20-24,258,1971-03-22
StellarWave A9,Monday,12-16,41,1971-03-15
StellarWave A9,Tuesday,8-12,0,1971-03-09
Luminor Arc 65,Tuesday,8-12,244,1971-03-02
Luminor Arc 65,Sunday,12-16,0,1971-02-28
StellarWave A9,Wednesday,16-20,226,1971-02-24
Luminor Arc 65,Saturday,20-24,1,1971-02-20
StellarWave A9,Tuesday,0-8,0,1971-02-16
Luminor Arc 65,Tuesday,20-24,2,1971-02-09
StellarWave A9,Sunday,12-16,80,1971-02-07
Luminor Arc 65,Thursday,16-20,0,1971-02-04
StellarWave A9,Thursday,12-16,79,1971-01-28
Luminor Arc 65,Thursday,20-24,1,1971-01-21
StellarWave A9,Friday,8-12,13,1971-01-15
StellarWave A9,Monday,12-16,40,1971-01-11
StellarWave A9,Monday,12-16,59,1971-01-04
StellarWave A9,Monday,16-20,196,1970-12-28
StellarWave A9,Monday,20-24,262,1970-12-21
Luminor Arc 65,Thursday,20-24,2,1970-12-17
Luminor Arc 65,Saturday,0-8,2,1970-12-12
StellarWave A9,Sunday,20-24,0,1970-12-06
Luminor Arc 65,Sunday,8-12,0,1970-11-29
StellarWave A9,Friday,16-20,221,1970-11-27
Luminor Arc 65,Saturday,16-20,1,1970-11-21
Luminor Arc 65,Tuesday,12-16,258,1970-11-17
Luminor Arc 65,Thursday,16-20,2,1970-11-12
Luminor Arc 65,Tuesday,16-20,1,1970-11-10
Luminor Arc 65,Sunday,8-12,5,1970-11-08
Luminor Arc 65,Monday,16-20,0,1970-11-02
StellarWave A9,Wednesday,0-8,0,1970-10-28
Luminor Arc 65,Tuesday,8-12,259,1970-10-27
StellarWave A9,Sunday,8-12,229,1970-10-25
StellarWave A9,Thursday,20-24,253,1970-10-22
Luminor Arc 65,Sunday,16-20,0,1970-10-18
StellarWave A9,Monday,12-16,62,1970-10-12
Luminor Arc 65,Monday,8-12,254,1970-10-05
Luminor Arc 65,Friday,0-8,2,1970-10-02
Luminor Arc 65,Tuesday,16-20,0,1970-09-29
StellarWave A9,Monday,20-24,250,1970-09-28
Luminor Arc 65,Wednesday,12-16,269,1970-09-23
StellarWave A9,Saturday,8-12,203,1970-09-19
StellarWave A9,Monday,16-20,187,1970-09-14
StellarWave A9,Sunday,20-24,1,1970-09-13
Luminor Arc 65,Sunday,0-8,0,1970-09-06
StellarWave A9,Friday,12-16,79,1970-09-04
StellarWave A9,Thursday,8-12,4,1970-09-03
Luminor Arc 65,Friday,20-24,1,1970-08-28
Luminor Arc 65,Saturday,12-16,1,1970-08-22
Luminor Arc 65,Monday,0-8,1,1970-08-17
StellarWave A9,Wednesday,12-16,71,1970-08-12
Luminor Arc 65,Tuesday,20-24,3,1970-08-11
StellarWave A9,Sunday,0-8,270,1970-08-09
Luminor Arc 65,Thursday,16-20,1,1970-08-06
StellarWave A9,Wednesday,0-8,1,1970-08-05
StellarWave A9,Tuesday,8-12,1,1970-08-04
Luminor Arc 65,Wednesday,16-20,0,1970-07-29
StellarWave A9,Saturday,12-16,55,1970-07-25
Luminor Arc 65,Friday,16-20,0,1970-07-24
Luminor Arc 65,Sunday,20-24,2,1970-07-19
Luminor Arc 65,Thursday,0-8,1,1970-07-16
Luminor Arc 65,Monday,12-16,243,1970-07-13
Luminor Arc 65,Saturday,16-20,4,1970-07-11
StellarWave A9,Thursday,0-8,4,1970-07-09
StellarWave A9,Friday,8-12,6,1970-07-03
Luminor Arc 65,Wednesday,12-16,231,1970-07-01
Luminor Arc 65,Tuesday,12-16,230,1970-06-30
Luminor Arc 65,Friday,16-20,2,1970-06-26
Luminor Arc 65,Sunday,16-20,1,1970-06-21
Luminor Arc 65,Monday,16-20,0,1970-06-15
StellarWave A9,Saturday,8-12,218,1970-06-13
Luminor Arc 65,Thursday,8-12,263,1970-06-11
StellarWave A9,Saturday,8-12,212,1970-06-06
Luminor Arc 65,Tuesday,20-24,0,1970-06-02
StellarWave A9,Tuesday,0-8,2,1970-05-26
StellarWave A9,Wednesday,8-12,1,1970-05-20
Luminor Arc 65,Monday,16-20,0,1970-05-18
StellarWave A9,Saturday,8-12,230,1970-05-16
StellarWave A9,Thursday,12-16,74,1970-05-14
StellarWave A9,Monday,0-8,0,1970-05-11
Luminor Arc 65,Thursday,0-8,5,1970-05-07
StellarWave A9,Thursday,8-12,3,1970-04-30
Luminor Arc 65,Wednesday,12-16,240,1970-04-29
Luminor Arc 65,Thursday,0-8,2,1970-04-23
StellarWave A9,Wednesday,8-12,0,1970-04-22
Luminor Arc 65,Monday,0-8,3,1970-04-20
StellarWave A9,Thursday,16-20,234,1970-04-16
Luminor Arc 65,Tuesday,20-24,1,1970-04-14
Luminor Arc 65,Monday,12-16,206,1970-04-13
StellarWave A9,Saturday,16-20,3,1970-04-11
Luminor Arc 65,Thursday,0-8,0,1970-04-09
Luminor Arc 65,Thursday,8-12,255,1970-04-02
StellarWave A9,Thursday,0-8,2,1970-03-26
Luminor Arc 65,Saturday,16-20,0,1970-03-21
Luminor Arc 65,Monday,12-16,247,1970-03-16
Luminor Arc 65,Monday,0-8,0,1970-03-09
StellarWave A9,Tuesday,20-24,272,1970-03-03
StellarWave A9,Sunday,16-20,1,1970-03-01
Luminor Arc 65,Friday,0-8,0,1970-02-27
Luminor Arc 65,Tuesday,8-12,249,1970-02-24
Luminor Arc 65,Saturday,20-24,2,1970-02-21
StellarWave A9,Monday,0-8,2,1970-02-16
StellarWave A9,Friday,8-12,9,1970-02-13
StellarWave A9,Wednesday,0-8,1,1970-02-11
Luminor Arc 65,Tuesday,20-24,0,1970-02-10
StellarWave A9,Monday,12-16,62,1970-02-09
Luminor Arc 65,Tuesday,12-16,233,1970-02-03
StellarWave A9,Monday,0-8,2,1970-02-02
StellarWave A9,Thursday,12-16,103,1970-01-29
StellarWave A9,Monday,20-24,251,1970-01-26
StellarWave A9,Saturday,16-20,3,1970-01-24
Luminor Arc 65,Tuesday,8-12,279,1970-01-20
Luminor Arc 65,Friday,20-24,2,1970-01-16
StellarWave A9,Friday,0-8,2,1970-01-09
Luminor Arc 65,Thursday,8-12,324,1970-01-08
StellarWave A9,Friday,12-16,87,1970-01-02
StellarWave A9,Wednesday,0-8,1,1969-12-31
StellarWave A9,Sunday,8-12,213,1969-12-28
StellarWave A9,Friday,8-12,0,1969-12-26
StellarWave A9,Saturday,8-12,245,1969-12-20
StellarWave A9,Friday,8-12,14,1969-12-19
Luminor Arc 65,Friday,8-12,264,1969-12-12
StellarWave A9,Wednesday,16-20,211,1969-12-10
Luminor Arc 65,Saturday,12-16,2,1969-12-06
StellarWave A9,Sunday,8-12,234,1969-11-30
Luminor Arc 65,Sunday,16-20,1,1969-11-23
Luminor Arc 65,Monday,12-16,194,1969-11-17
Luminor Arc 65,Monday,0-8,0,1969-11-10
StellarWave A9,Thursday,12-16,75,1969-11-06
Luminor Arc 65,Monday,0-8,0,1969-11-03
Luminor Arc 65,Tuesday,8-12,237,1969-10-28
Luminor Arc 65,Wednesday,8-12,254,1969-10-22
Luminor Arc 65,Sunday,16-20,2,1969-10-19
StellarWave A9,Friday,16-20,217,1969-10-17
StellarWave A9,Monday,16-20,183,1969-10-13
Luminor Arc 65,Sunday,20-24,0,1969-10-12
StellarWave A9,Friday,8-12,1,1969-10-10
Luminor Arc 65,Monday,16-20,0,1969-10-06
StellarWave A9,Monday,16-20,193,1969-09-29
Luminor Arc 65,Monday,20-24,3,1969-09-22
StellarWave A9,Friday,16-20,229,1969-09-19
StellarWave A9,Monday,8-12,0,1969-09-15
Luminor Arc 65,Friday,16-20,0,1969-09-12
StellarWave A9,Tuesday,20-24,251,1969-09-09
Luminor Arc 65,Wednesday,12-16,215,1969-09-03
Luminor Arc 65,Tuesday,20-24,0,1969-09-02
StellarWave A9,Saturday,20-24,2,1969-08-30
StellarWave A9,Sunday,12-16,74,1969-08-24
Luminor Arc 65,Friday,16-20,2,1969-08-22
Luminor Arc 65,Monday,20-24,1,1969-08-18
StellarWave A9,Monday,16-20,203,1969-08-11
StellarWave A9,Sunday,16-20,1,1969-08-10
Luminor Arc 65,Tuesday,0-8,0,1969-08-05
StellarWave A9,Wednesday,16-20,186,1969-07-30
StellarWave A9,Monday,16-20,192,1969-07-28
Luminor Arc 65,Monday,16-20,2,1969-07-21
Luminor Arc 65,Wednesday,16-20,1,1969-07-16
Luminor Arc 65,Friday,12-16,294,1969-07-11
Luminor Arc 65,Tuesday,20-24,2,1969-07-08
Luminor Arc 65,Saturday,12-16,1,1969-07-05
StellarWave A9,Thursday,12-16,84,1969-07-03
StellarWave A9,Tuesday,0-8,1,1969-07-01
StellarWave A9,Saturday,12-16,61,1969-06-28
StellarWave A9,Saturday,8-12,238,1969-06-21
Luminor Arc 65,Saturday,16-20,0,1969-06-14
StellarWave A9,Saturday,20-24,1,1969-06-07
Luminor Arc 65,Wednesday,20-24,1,1969-06-04
Luminor Arc 65,Wednesday,20-24,1,1969-05-28
StellarWave A9,Saturday,16-20,0,1969-05-24
StellarWave A9,Thursday,16-20,209,1969-05-22
StellarWave A9,Saturday,16-20,1,1969-05-17
Luminor Arc 65,Thursday,8-12,266,1969-05-15
StellarWave A9,Saturday,0-8,280,1969-05-10
StellarWave A9,Wednesday,12-16,94,1969-05-07
Luminor Arc 65,Saturday,8-12,0,1969-05-03
StellarWave A9,Saturday,8-12,248,1969-04-26
StellarWave A9,Wednesday,12-16,70,1969-04-23
Luminor Arc 65,Monday,16-20,0,1969-04-21
Luminor Arc 65,Friday,0-8,2,1969-04-18
Luminor Arc 65,Thursday,16-20,0,1969-04-17
StellarWave A9,Saturday,16-20,3,1969-04-12
Luminor Arc 65,Wednesday,16-20,1,1969-04-09
Luminor Arc 65,Friday,0-8,2,1969-04-04
